Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/propose_credential/,135,0,360.0,512.9361243797811,52.605705976020545,1460.9167450107634,43.0,5.9677781674807395,0.0,360,790,850,880,1000,1300,1400,1400,1500,1500,1500
,Aggregated,135,0,360.0,512.9361243797811,52.605705976020545,1460.9167450107634,43.0,5.9677781674807395,0.0,360,790,850,880,1000,1300,1400,1400,1500,1500,1500
